epoch,error,learning_rate
786,0.567667,0.000993751
787,0.567573,0.000993743
788,0.567476,0.000993736
789,0.567382,0.000993728
790,0.567286,0.00099372
791,0.567187,0.000993712
792,0.567091,0.000993704
793,0.566993,0.000993696
794,0.566892,0.000993688
795,0.56679,0.00099368
796,0.566686,0.000993672
797,0.566581,0.000993664
798,0.566473,0.000993657
799,0.566363,0.000993649
800,0.566251,0.000993641
801,0.566136,0.000993633
802,0.566019,0.000993625
803,0.565901,0.000993617
804,0.565782,0.000993609
805,0.565658,0.000993601
806,0.565536,0.000993593
807,0.565409,0.000993585
808,0.565283,0.000993578
809,0.56515,0.00099357
810,0.565014,0.000993562
811,0.564873,0.000993554
812,0.564724,0.000993546
813,0.564573,0.000993538
814,0.564413,0.00099353
815,0.564246,0.000993522
816,0.564078,0.000993514
817,0.563905,0.000993507
818,0.563732,0.000993499
819,0.563558,0.000993491
820,0.563385,0.000993483
821,0.563218,0.000993475
822,0.563053,0.000993467
823,0.562891,0.000993459
824,0.562729,0.000993451
825,0.562572,0.000993443
826,0.562415,0.000993435
827,0.562264,0.000993428
828,0.562115,0.00099342
829,0.561973,0.000993412
830,0.56183,0.000993404
831,0.561694,0.000993396
832,0.561561,0.000993388
833,0.561431,0.00099338
834,0.561301,0.000993372
835,0.561173,0.000993364
836,0.561044,0.000993356
837,0.560918,0.000993349
838,0.560795,0.000993341
839,0.560669,0.000993333
840,0.560548,0.000993325
841,0.560428,0.000993317
842,0.560309,0.000993309
843,0.560191,0.000993301
844,0.560074,0.000993293
845,0.559958,0.000993285
846,0.559841,0.000993278
847,0.559724,0.00099327
848,0.559607,0.000993262
849,0.559489,0.000993254
850,0.55937,0.000993246
851,0.559249,0.000993238
852,0.559127,0.00099323
853,0.559004,0.000993222
854,0.558877,0.000993214
855,0.558748,0.000993207
856,0.558618,0.000993199
857,0.55849,0.000993191
858,0.558356,0.000993183
859,0.558222,0.000993175
860,0.558086,0.000993167
861,0.55795,0.000993159
862,0.557812,0.000993151
863,0.557673,0.000993143
